,Akun,Post,Tag,Likes,Comments
125,marpaungjuan,"""Science is the key to our future, and if you don't believe in science, then you're holding everybody back."" - Bill Nye. 
Hello guys! I'm Juan Marsiero Marpaung and I'm so proud to be a part of Faculty of Mathematics and Science's family in State University of Jakarta.

#MATEMATIKA
#FMIPAUNJ2K17
#BUILDINGFUTURELEADERS
#AKUUNJ2017
#HITZ2017","['matematika', 'fmipaunj2k17', 'buildingfutureleaders', 'akuunj2017', 'hitz2017']",114,"['Semangat terus yah buat adek kka yg satu ini... Yg rajin belajar yah abang @marpaungjuan', 'wesh anak fmipa', '@marpaung_sintia makasih kak', '@yolasinamo anak fmipa ub comment wak segan sist wkwk', 'Sama"" Abang @marpaungjuan', 'Sama"" Abang @marpaungjuan', 'Mantap', 'Wkwkw pasti @kielstp,yekan ju? @marpaungjuan', '@alexfrederius @kiel amin makasih men anak mami neli banget wkwk', 'folbek jun']"
126,marpaungjuan,"Apapun kotanya GPIB di hati
 happy sunday",[],89,[]
127,marpaungjuan,"2017/2009 ""JAngan Sekali-kali MElupakan sejaRAH #JASMERAH",['jasmerah'],75,"['Yesehh...', 'ampun om', 'Taken by?', 'Bang Juan foto di mana kok fotonya dari kecil pasti bang juan lagi kepengen jadinya aku mau kesana']"
128,marpaungjuan,Bebaskan ahok,[],92,"['Typo tuh papan bunganya', 'Cinta jaket kelas bangedhh', 'Taken by?', 'Ju ke pegangsaan timur besok yok', '@riryekap', 'Biar kodenya nyampek @immapricillia || jelas dong rii jaketnya harus dikenal di jakarta wkwk', 'masih hidup ju', 'Ju kirim laah foto tuh semua via line aja', 'Yow yoww lek jekarda', 'Gaya mu itu woe']"
129,marpaungjuan,Hbd mami igit maap yang  kesensor gpp kok itu,[],79,"['Tag dongs juan', 'Eee teman masukan yang jelek ', 'Follback']"
130,marpaungjuan,3 Semprul Pencari Ilmu,[],87,"['Likeback ju ', 'Bhakk si yose ', 'Jahat ko kak imma']"
131,marpaungjuan,"""Ga ada anak Tuhan yang hidupnya gak beres, kalo ada yg ga beres, berarti ada kesalahan dalam men-set goals"" - Daniel Ganoto, Ketua Dewan Gerakan Pemuda GPIB",[],67,"['Mata fokus kemana ju,kwkwkkwk']"
132,marpaungjuan,Hbd mom susi,[],83,[]
133,marpaungjuan,Hut gp ke 66,[],64,"['Folback @marpaungjuan', 'Done @dennis.nats11', 'follbackk?']"
134,marpaungjuan,Senggarang,[],70,"['Serius juu. Senyuum aja', 'Yawlaa. Mirip sm mu om ju', 'Bhak haha']"
135,marpaungjuan,No locations detected,[],56,[]
136,marpaungjuan,Pejuang ipa3,[],59,"['Juan ko yg mana? Gak ada', 'Paling belakang 2dari kanan', '@immapricillia', 'Nice ju ']"
137,marpaungjuan,Gpers,[],50,[]
138,marpaungjuan,Scout my adventure #ulahmanusia#kebakaran#scout#pramuka#hutan#rapura#sma4#perjusami#panitia#survey,"['ulahmanusia', 'kebakaran', 'scout', 'pramuka', 'hutan', 'rapura', 'sma4', 'perjusami', 'panitia', 'survey']",49,"['Muka ku ju ', 'Mukamu nggi', 'Emang kambing si juan,kek ga ada foto lain aja @seelanwars @marpaungjuan']"
139,marpaungjuan,"Salah satu Momen dalam ambalan rapura ,ayok yang merasa anak pramuka sma 4 follow ig ambalan kita: @rapurasquads #kemsar",['kemsar'],34,"['Salah tag tu ju', 'Yang ikut wulan atau nurika? @nwsarii', 'Bukan dua duanya ju', 'Gapapa ju,akunya ga di tag', 'gapapa ju .akunya ga ditag (2)', 'Stalker wak @maharanirizky9', 'Aturkan ju @marpaungjuan', 'Kenapa ko stalker ig aku ran @maharanirizky9']"
140,marpaungjuan,Ibadah taize #latepost,['latepost'],34,"['ada ko ya ju?', 'Dibilang aku tobat jelas jelas ko dibelakang aku doa xd @yolasinamo', '@marpaungjuan aku galiat wak sumpah', 'Aku gaboleh buka hp aku buka malah @yolasinamo', '@marpaungjuan sidodol gagal tobat ko', 'Pas terakhir kok yol aku bukanya @yolasinamo banyak godaan abis doa', 'Imanmu kurang kuat berarti', 'Flcbk telur @marpaungjuan', 'Like bo @wandanil_bobo']"
141,marpaungjuan,Happy Easter #gpibimannuel #gp#paskah#gopro#today,"['gpibimannuel', 'gp', 'paskah', 'gopro', 'today']",45,"['Dapet dimana ?', 'salah tag org gak sih?', 'Bhak @yolasinamo', 'follback', 'Dah kak @amandanatalia_']"
142,marpaungjuan,Ibadah penyegaran iman #latepost,['latepost'],38,[]
143,marpaungjuan,Udah sidi,[],40,[]
144,marpaungjuan,Sidi baru GPIB IMMANUEL BATAM,[],33,[]
145,marpaungjuan,"Thankyou ya buat pertemuan sekali seminggu di sore hari yang lumayan melelahkan itu. 
Thankyou buat segala macam guyonan yang membuat kata 'lelah' itu hilang. 
Thankyou untuk dua hari satu malamnya kitaa  Thankyou buat guyonan perjalanan dari gereja-punggur-kubung-punggur-gereja. Aku bakalan inget setiap detail kejadian yang ada di setiap perjalanan ituu. 
Cie, bakalan jarang ketemu.
 Cie, bakalan ada yang pergi jauh-jauh. 
Cie, bakalan ada yang nikah. 
Semoga segala kenangan yang terkandung di setiap perjalanan gak cuman sekedar jadi kenangan. Me love you guys. I hope you love me too 
Congrats! 
Quotes by @yolasinamo 
#momenretreat#kubung#reaksi2016#gp#gpibimmanuelbatam","['momenretreat', 'kubung', 'reaksi2016', 'gp', 'gpibimmanuelbatam']",43,"['Sedih juannn ', 'Besok dah pisah @vionagabriela', ' gag rela aku berpisah', 'jgn lah pisah ada group kita gunakan buat kangenkangen dong:(', 'duh, kubaper nih. Please lah, ah. kzl.', 'Ku baperrr ', 'Tetep aktif gp aja biar saling jumpaa, terus grup tetep aktif biar bisa komunikasi sapatau bisa jalan bareng']"
146,marpaungjuan,Selamat ulang tahun bu... Wish You all the best,[],40,['Ih bang juan masih disuapin sama teman nya kaya anak kecil']
147,marpaungjuan,"The real winners in life are the people who look at every situation 
with an expectation that they can make work or make it better
#retreatkatekisan#REAKSI2016#gpibimannuel#batam#kubung","['retreatkatekisan', 'reaksi2016', 'gpibimannuel', 'batam', 'kubung']",42,[]
148,marpaungjuan,"Api merupakan lambang keberanian dan juga api merupakan sumber kehangatan dikala aku butuh belaian
.
.
17+",[],35,"['Abang!', 'Captnyaaaa @riryekap']"
149,marpaungjuan,Saat teduh yang indah #momenkatek#reaksi2016#retreat#gp#gerakanpemuda#katekisan#gpibimanuel#pulaukubung,"['momenkatek', 'reaksi2016', 'retreat', 'gp', 'gerakanpemuda', 'katekisan', 'gpibimanuel', 'pulaukubung']",36,['Abangggg!']
150,marpaungjuan,"Janganlah berjalan di belakangku, karena mungkin aku tak bisa memimpinmu. Jangan pula berjalan di depanku, mungkin aku tak bisa mengikutimu. Berjalanlah di sampingku dan jadilah sahabatku.#mytrip",['mytrip'],41,[]
151,marpaungjuan,"Jika kamu memiliki keinginan untuk memulai, kamu juga harus mempunyai keberanian dan keinginan ununtuk menyelesaikannya, bukan hanya mengakhiri.
Cr:@isnainiriaangra",[],30,"['Juan,kok kelihatan kayak cewek yaa,wkwkk', 'Hah?@vionagabriela', 'Iyaa,dari belakang ko kayak cewek', 'Servis mata dulu vi wkwk @vionagabriela']"
152,marpaungjuan,"Liburan with dribs and way boys
Cr by @riryekap",[],46,[]
153,marpaungjuan,Laki laki gereja#katekisan#calonsidi,"['katekisan', 'calonsidi']",21,[]
154,marpaungjuan,Love vs technology #latepost,['latepost'],26,"['salib ajala ju', 'Emang mau disalib @yolasinamo']"
155,marpaungjuan,Bentar lagi kami akan sidi guys,[],30,"['Muka mu kayak gorengan', 'Gorengan bahh  @rezabahtra12  @marpaungjuan']"
156,marpaungjuan,Gws sob,[],31,['GEWEESSASA AWWW']
157,marpaungjuan,Febri party,[],32,['Kok Ko masukin fotonya sama ju? Heheeee']
158,marpaungjuan,We are SITASINA #pmr#sitasina #kemahkarya3 #kemahkarya2016  totalitas tanpa batas untuk kemanusiaan#latepost,"['pmr', 'sitasina', 'kemahkarya3', 'kemahkarya2016', 'latepost']",36,['Folback']
159,marpaungjuan,Rekan kerja di sekolah #pelantikanrohkrissman4batam#pantaimarina,"['pelantikanrohkrissman4batam', 'pantaimarina']",32,[]
160,marpaungjuan,Yang lain pada sibuk apa kami mah apa #kamitidaktakut,['kamitidaktakut'],36,[]
161,marpaungjuan,@ganeshaoperation #latepost#breaktime,"['latepost', 'breaktime']",29,"['Les ju,jangan selfie terus', 'Yala @riryekap', 'Kelakuan', ""Belajar yg tekun adek'ku jngan selfi mulu  @marpaungjuan"", 'Haah @dinichay', 'Likekanlah kak @dinichay']"
162,marpaungjuan,@ganeshaoperation,[],38,"['@marpaungjuan dah kan ju , jangan ping ping aku lagi', 'Yala bang @fajarmaulanakz jangan balas dendam lah', 'Hp baru dia jarr @fajarmaulanakz ', 'Hahaha taula den yangberhasil @dennysyosua6998 @fajarmaulanakz', '@marpaungjuan emang ko ping aku terus kan @dennysyosua6998 adek ko kan dia den ', 'Ahhaha mana mau aku jar @fajarmaulanakz ', 'Mn bukti @fajarmaulanakz']"
163,marpaungjuan,Nice landing cap #sriwijayaair #sj026 #batam#hangnadimairport #landing,"['sriwijayaair', 'sj026', 'batam', 'hangnadimairport', 'landing']",28,"['Alhamdulillah abang juan udah sampe, jngan lpain kka ya de @marpaungjuan']"
164,marpaungjuan,@jungleland with @marpaung_sintia,[],31,[]
165,marpaungjuan,Christmas tree @pacificpalace #jakarta #holiday#Eiffel#latepost,"['jakarta', 'holiday', 'eiffel', 'latepost']",38,[]
166,marpaungjuan,Hard rock cafe jakarta @pasificpalace,[],29,"['Taulah ju tau', 'Widih bang Juan ke Cafe gk ngjak2 ,, kok diCikarang gk ngajak ke Cafe @marpaungjuan', 'Titip Ole2nya juan hehe', 'Bang @denny_hendrik ke jakarta juga tuh kak @ester.roma', 'Oh iyakah,pokoke ole2 la juan hikhik', 'oleh2 kawan @marpaungjuan']"
167,marpaungjuan,Clorophile boys #elthree3#11ipa3#team#sma4 #batam,"['elthree3', '11ipa3', 'team', 'sma4', 'batam']",32,"['Ada lawan juan?', 'Likekan dulu kak @achmadbachtiar', 'Dennys nyinjit?bhak', 'Haha ada kak @achmadbachtiar', 'Apako yol @yolandafrentiwi', 'Like dulu baru comment @syoniavrnc !', 'Gak usah comment kalau gak mau ngelike  @syoniavrnc', 'Hapa ko son. @syoniavrnc', 'Okee kapan nih? @dennysyosua6998 @marpaungjuan', 'Atur aja kpn maunya kak hehe @achmadbachtiar']"
168,marpaungjuan,Pelatihan konselor sebaya sma kota batam,[],15,"['bang follow bou Anet', 'Yang mana @yovita1214', 'namanya auntie abner @marpaungjuan', 'Udahh @yovita1214', 'oke @marpaungjuan']"
169,marpaungjuan,Ambulance crew#pmi#crew,"['pmi', 'crew']",24,"['Ada apa itu?', 'Acara konvoi @anomalivian', 'deq kalau ada acara donor darah bilang yaa', 'Ngapain @embemesthy', 'mau donor darah', 'Oklah kak @embemesthy']"
170,marpaungjuan,Ceritanya jadi team medis @keprimall #pestaertiga#ertigamania#ercibatam,"['pestaertiga', 'ertigamania', 'ercibatam']",27,"['Juu follback @marpaungjuan', 'Done @melanmelatii', 'Ihhh kapan? Mauuuuu', 'Hari ini di kepri mall', '@riryekap', 'Ihhhh mau juga la juuu,solooo ', 'Juara ertiga lagi ga bang juuuuu@marpaungjuan']"
171,marpaungjuan,Panitia hiking sma 4@pantaidangas #latepost,['latepost'],37,[]
172,marpaungjuan,Jaringan #anakipa#mia3#elthree#chlorophileclass #bio#jaringan#labor#jaringan,"['anakipa', 'mia3', 'elthree', 'chlorophileclass', 'bio', 'jaringan', 'labor', 'jaringan']",16,['A6']
173,marpaungjuan,Api unggun pas mop #kemahmop2015 #70tahunpmimengabdi #sma4,"['kemahmop2015', '70tahunpmimengabdi', 'sma4']",23,"['lgi bakar sampah ju? *eh', 'Mana ada @gabriellaadelina']"
174,marpaungjuan,"#kemahmop2015#sitasina#panitia
#sma4","['kemahmop2015', 'sitasina', 'panitia', 'sma4']",18,[]
175,marpaungjuan,"Kerja keras dan kerjasama yang kami jalani bersama sama di sebuah tim
#scout#kemsar2015#kemsar2015batam #sma4batam","['scout', 'kemsar2015', 'kemsar2015batam', 'sma4batam']",18,[]
176,marpaungjuan,"Sangga sma 4punya
#scout#kemsar2015#kemsar2015batam#smapat#sma4batam#smafour","['scout', 'kemsar2015', 'kemsar2015batam', 'smapat', 'sma4batam', 'smafour']",16,[]
177,marpaungjuan,Pin kemsar #scout#kemsar2015#kemsar2015batam#pin#tisca#sma4batam#smafour sma#batam#buper#rajaalikelana#punggur#atb#indonesia,"['scout', 'kemsar2015', 'kemsar2015batam', 'pin', 'tisca', 'sma4batam', 'smafour', 'batam', 'buper', 'rajaalikelana', 'punggur', 'atb', 'indonesia']",13,[]
178,marpaungjuan,Scout is my live #scout#kemsar2015 #kemsar2015batam #buper#sma4batam#smafour,"['scout', 'kemsar2015', 'kemsar2015batam', 'buper', 'sma4batam', 'smafour']",24,['Keluarga raksasa.. :D']
179,marpaungjuan,Memory about scout #scout#kemsar2015batam kemsar2015#kemsar2015#wira#smafour,"['scout', 'kemsar2015batam', 'kemsar2015', 'wira', 'smafour']",20,[]
180,marpaungjuan,Lat padus,[],18,"['Kompak nampaknya.. hmm, menarik..', 'Apanya yang kompak @ifenia_krs']"
181,marpaungjuan,,[],18,['Apa sih @syoniavrnc']
182,marpaungjuan,Latihan PMR kedua tft sitasina semoga makin lama makin banyak anggotanya dan tetap loyal dan bangun sitasina bersama dan kembangkan lebih baik lagi dan buktikan bahwa kita layak jadi sekolah pertama yang mendapat pelatihan khusus bagian siaga bencana #pmr#sitasina#smapat#pmrsmapatbatam #wira#smafour,"['pmr', 'sitasina', 'smapat', 'pmrsmapatbatam', 'wira', 'smafour']",17,[]
183,marpaungjuan,LatihanPMR 1 SMAN4BATAM #SITASINA#smafour#smapat sma#pmr#palangmerahremaja#wira,"['sitasina', 'smafour', 'smapat', 'pmr', 'palangmerahremaja', 'wira']",12,[]
184,marpaungjuan,"""WE ARE THE BREWSCO"" repost @brewscoclass",[],12,[]
185,marpaungjuan,"""WE ARE BATAM S.W.A.T""",[],13,[]
186,marpaungjuan,"#Latepost #camp iskandar muda#scout 
scout my live","['latepost', 'camp', 'scout']",17,[]
187,marpaungjuan,Perpisahan kelas #latepost#barelang,"['latepost', 'barelang']",17,"['Gak apa apa lah @syoniavrnc', 'Itu aku ambil foto ibu selvi @syoniavrnc']"
188,marpaungjuan,#brewscoclass #perpisahan#barelang,"['brewscoclass', 'perpisahan', 'barelang']",10,[]
189,marpaungjuan,Batam holly color,[],19,[]
190,angelnathaliaa,kan julid kan,[],322,"['Loh', 'apa coba ni', 'gradunya kapan share nya kapan, dasar age', 'Adu age', 'Yg terakhir liatin apa yak', 'Wuw', 'Uwaw', 'kgn ama w ya']"
191,angelnathaliaa,hehe,[],333,"['Ko sendiri wkwkwkwk', 'cantik e mba nyaa', 'Cantikk eeh mbak e ', 'duhhhhh senyumnyaaa', 'Make upnya kurang kinclong mba', 'whoaa ag', 'Glowing mbak ag ', 'mo ketawa aj ditahan', 'Minyak ama mekap beda tipis', 'oh jidat~', 'Waduh muka sangat merona sekali ayy ', 'shine, dream, smile', 'Subur amat jel badan lu sekarang', 'Ehh kok lu tambah.......', 'flbk kak']"
192,angelnathaliaa,ternyata sekolah asyik juga,[],352,"['3 taun dipenjara akhirnya keluar juga', 'ga ad aku ', 'y', 'Kalo asik, kenapa ngeluh ga punya pacar?', 'asik ya ada aku', 'Baju gua yaoloh :(', 'Selamat yo ', 'moi mom nyempil difoto kelima', 'iya gua ga d tag makasi bwank']"
193,angelnathaliaa,highschool memories .,[],371,"['Ag syantik ', 'POTO KELIMA WKWKWKK', 'Cantik sekali temanku ', 'ok jel tangan w gatau ngpn itu', 'sheyeng', 'uw', 'unchhiee', 'Kek bagong idung w']"
194,angelnathaliaa,Siap ronda,[],336,"['Nah', 'Aq sih liburan', 'gw mah rasa ruma Sakit', 'ga jel', 'age mah cuci mata 3 hari', 'Ah shee uppp', 'dasar anak malem', 'follback kak']"
195,angelnathaliaa,".
Terdiam aku dalam lamunan
Menyepi dalam ruangan tak bertuan
Bayangmu tak jemu bermain dalam pikiran
Mengusikku dalam kesendirian .

Senyummu runtuhkan pertahanan 
Tawamu terngiang dalam ingatan 
Entah hayalku yang tak bertepian ?
Atau murni asas perasaan ? .

Semesta bicara tanpa suara
Begitupun air mata jatuh tanpa sengaja
Kerap kali hendak buka suara
Namun telewicara tiada mampu berkata .

Seribu kali potretmu kubuka
Agar hatiku bernostalgia 
Peduli apa perihal luka ?
Cinta sudah tak lagi berkuasa .

Biar aku merindu ,
Dibawah langit yang tak lagi biru
Diantara senja yang nampak kelabu
Sebab hilangnya kamu ;
tulang rusukku
.

Angel Gabriel",[],304,"['langitnya kaya kenal', '', 'sedaaaap', 'unch sekali', 'ag!!!', 'mantuuul', 'Kek knl siapa yg moto', 'Mantep bob', '', '@osissmasanyo @riski.satriawan07', '', '', 'Ini yang menghancurkan pertahanan ku', 'Ya ampuunn... baru sadar ternyata punya keponakan puitis banget ya? Lumayanlah, nambah lagi seniman seniwati dikeluarga susanto']"
196,angelnathaliaa,".
Saya, 
Manusia yang paling benci saat disuruh bergaya

Sedangkan Dia ,
Manusia yang paling gembira kala wajahnya tertangkap kamera

Saya dua ribu, dan Dia dua ribu tiga 
Berbeda usia , tak lantas jadi sekat untuk kami dekat

Kerap kali saya marah, karena dia banyak tingkah
Kerap kali saya menangis, karena merindukan dia yang banyak tingkah

Hari ini, bertambah satu tahun waktumu dibumi
Jangan merengek lagi !
Sudah cukup yang terjadi tempo hari

Saya berdoa ,
Agar kamu bahagia dan kian dewasa

Mari bercerita kala kamu tengah penat , karena dunia memang semakin berat
Mari bercerita kala kamu tengah jatuh cinta , karena setiap manusia berhak bahagia
Mari bercerita kala kamu tengah berduka , karena setiap manusia berhak berurai air mata .

Selamat Ulang Tahun yang ke - Enam Belas ,
S h a r o n  . 
Dari ,
Kakak .",[],312,"['dlu kembar ya', 'kembar beda ortu wkwk.... @jeeeemmmmm3203 emg u bangga disamakan dgn dia?', '#AGpernahKURUS', 'calon model pleboi', '#AGpernahKURUS', 'WKWKWK KURUS BET #AGpernahKURUS', 'Hpy bday ponakan tante si tukang rame @jeeeemmmmm3203 .. Pjng umur, sehat sll.. Jesus bless u dear ', 'Sok kurus lu jel WKWK', 'Kurusan ge dlu wkak', 'MAKACIW KAKA ECOY!!! <3 jangan nangis lagi kalo acu gaada:3', 'Aaaaggggeeeee astaga', 'haters gonna hate ya kaliannn WKWKWKKWW @wendygunawann @maxxelvolareano_ @fleroviumx @krisnadiwhy @leonyhartono @michaelgoutamaa', 'Neither me, yang mati gaya (pake banget) kalo ada kamera. *sejujurnya ga ada yang kamerain aku juga sih..', 'Ngakak gw nge liat nya wkwkwk', 'Owh iya ya gw lupa wkwk', 'Namanya jg lupa atuh ka angel wkwkwk', 'kurus ya ge', 'love those shades']"
197,angelnathaliaa,yang sebentar lagi jadi mahasiswa / mungkin ibu rumah tangga ?,[],365,"['', '', 'Mahatangga', '', 'Tanpa kalian semua kami akan jadi laki laki STM', 'Akankah ini menjadi sebuah kenangan tak terlupakan? ', 'kayanya pilihan kedua jos', 'ngangkang bgt ga tu gue', 'mi luvvvv', 'KONTRAS BENER BELANG LO @quinn_judith', 'WKWKWKWK siska katanya jdi ibu rumah tangga @fransiskayuliaa', 'Cakep sekayi', 'Bntr lgi pnya anak ya ngel @angelnathaliaa', 'saya jadi tante dong ntar :(', 'Kindly Follow Back ? ']"
198,angelnathaliaa,memories.,[],424,"['', 'Mancaii ', 'mantul beng beng', 'sayang bgt', '', 'Sayanggg kaliannn ', '', 'bagi dong', 'tapi lope lope ahhh ,', 'Kerenn!', 'Miss u ', 'lucu bgt ih', '']"
199,angelnathaliaa,,[],334,"['YAK', 'Ha', 'Bryan?', 'Koko adek kali', 'cici ade zone maksudnya?', 'Lo makin tua makin pendek apa kumaha?', 'Sa ae lo', 'Wadoh berat berat', 'Saaiikk yakan:v', 'Wow', 'Gercep', 'Kebanting ya tingginy  wkwk', 'Y maap', 'Aku kan adek muuu', 'jadi ini toh? wkwkwk', 'baru ni', 'Tinggi nya sama ', 'Hmmm jadi yg seperti ini rupanya', 'hnggggg', 'My angel :)', 'Lumayan ', 'Yang ini ge ternyata?', 'permisi numpang lewat boleh tak ??? :))', 'Biar apa ni post"" sama dia', 'Wadaw kerad jg  bagus bagus', 'hem pedopil']"
200,angelnathaliaa,,[],306,[]
201,angelnathaliaa,,[],311,"['kangen yah ngel?', ""Ku buluk sngt :')"", 'unch', 'hai please check and follow this account, thankyou']"
202,angelnathaliaa,".
Semalam, rintik hujan membawaku kembali pulang
Tepat pada seratus delapan puluh delapan hari yang lalu, dimana langit senja menyelimuti kehangatan canda tawa kita .

Kala itu, tak sengaja kita ukir cerita dalam lembaran putih yang sama, dimana kita terhubung dalam alur kisah yang seirama.

Namun siapa sangka, semesta ialah pemersatu dan pemisah dari gelak tawa kita.
Dan rupanya kamu lekas berlabuh dilain dermaga, disaat aku bahkan belum mampu menghirup udara.

Ada yang benar-benar pandai bersembunyi
Sampai-sampai tak seorang pun mengetahui
Entahlah, berupaya untuk mengelabui ilusi
Atau menolak merasa pada orang yang sama lagi

Rasanya begitu lumrah 
Cukup dengan tawanya aku mampu sumringah
Namun rasa bersalah semakin mengalir di darah
Seakan menumpahkan segala amarah
Ribuan caci maki seperti menyelimuti diri

Katanya,
""Apa gunanya kamu mengubur amat dalam
Apabila kamu terus mengingatnya kala malam
Lupakan, tak ada lagi yang perlu dikenang
Yang ada, kamu jatuh cinta sendirian, sungguh malang ""

Mungkin,
Tak ada yang salah untuk sekadar bersua
Yang salah terletak pada diriku saja
Mengapa membiarkan akar itu tumbuh dan menjalar
Hingga aku sendiri terbelenggu oleh banyaknya pilar

Disini, rasanya aku memang jatuh sendiri
Aku terjebak di ruang nostalgia ;
Ruang dimana begitu banyak potret cerita kita yang tak kunjung usang dan menua, meski sosok didalamnya telah beranjak pergi dan menyisipkan lara",[],225,"['K E T A B O K .', 'Follback cii']"
203,angelnathaliaa,".
Semalam, derai hujan mengetuk jendela kamarku.
Perciknya sempat masuk
Menyentuh potret cerita kita
Dengan latar seratus dua puluh tiga hari yang lalu, bianglala Jakarta Utara.

Sempat ku tatap lama, tak sadar, aku kembali pulang.
Senja 26 Maret dan botol air mineral yang kala itu ikut tersipu,
Sebab dua belas suku kata yang terlontar dari mulutmu, awal dari 123 hari kita yang telah berlalu.
Berakhir sendu,
sisa rindu dalam kalbu.

Hari-hari penuh cinta,telah bermetamorfosa menjadi semesta berbalut luka dan kecewa.
Legit aroma hujan,telah berpaling menjadi kehampaan tanpa tawa dan cerita.
Renyah suara senja,bagai lenyap dan berganti dengan jeritan rindu yang tak terbalaskan.

Rekam cerita kita selalu ada dalam renungku. 
Kadang tak sadar disertai rintik, basahi buku atau alas tidurku.

Klise sejarah kita kadang masih beredar seenaknya dalam rasio.

Kerap ingin buka suara, nyatakan rindu yang menghantui pukul tiga.
Tapi sayang, telewicarapun aku tiada mampu.
Kerap ingin haturkan apa yang terkekang dalam raga.
Tapi sayang, namamu saja menghancurkan diriku tiap waktu.

Segalanya memang tertata dengan amat apik. Hingga kamu tak mampu menyelidik,
bahwa ada kerinduan yang tak mampu aku tampik.

Ceria yang aku lantunkan hanya sebagai kedok dari melodi rintih kepedihan yang tak ingin aku pertontonkan.

Sudahlah, 
Bahagiamu telah kau temukan.
Pertanda amunisiku telah usai, bersamaan dengan senja ini yang menua terlalu cepat.

Malam ini hujan kembali tiba.
Tapi ia tak akan menyentuh potret itu lagi.
Atau membuka ruang kenangan lalu.
Semua catatan gundah itu telah aku tutup rapat.
Sebab aku tahu,
mana yang perlu sesekali diungkap,
Atau cukup tersimpan dalam getir relung hati.",[],221,"['hadue', 'Hadue (2)', '', 'Gila kakak', 'omgg', 'gilsss ', 'Uddduuuuhhhh', 'Buset busett']"
